"date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_5.csv","12CG_94","0.94534",0.105943103024205,0.139275,0.100950565349801,10,9,1,11,0,9,1,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_6.csv","3CT_94","1.27545",0.140432256329189,0.17322,0.0697212756403888,13,13,0,13,0,13,0,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_8.csv","12CG_91","0.23598",0.124743259154069,0.10482,0.0285671139599365,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_1Specimen_RawData_2.csv","10BG_Unk2","0.64592",0.188283238297667,0.20893,0.107526215780153,5,5,0,5,0,5,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_1Specimen_RawData_4.csv","9AG_77","1.58650",0.0882433808492542,0.18041,0.111857074005179,20,18,2,22,0,18,2,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_1Specimen_RawData_6.csv","9AG_79","0.58789",0.103526350319042,0.13127,0.0776083713385237,11,8,3,14,0,8,3,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_1Specimen_RawData_7.csv","9DT_73","0.29008",0.146639850517672,0.136565,0.0381537079019414,6,6,0,6,0,6,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_1Specimen_RawData_8.csv","9AG_76","0.27510",0.155070940452658,0.14218,0.0184837712602164,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_2Specimen_RawData_1.csv","12BT_91","0.13297",0.121493310134575,0.089335,0.0461104332011748,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_2Specimen_RawData_10.csv","14AG_70","1.15301",0.0851776116494964,0.10414,0.139071471419075,25,17,8,41,0,17,3,2,3,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_2Specimen_RawData_3.csv","9CG_75_run2","0.46556",0.0923846921034173,0.0958,0.197136913421443,3,2,1,6,1,2,0,0,1,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_2Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-10 17:01:18,"PV_170212_2Specimen_RawData_8.csv","14AG_11","0.25222",0.0804477879730994,0.10092,0.0675949783021392,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_2Specimen_RawData_9.csv","14AG_Unk","0.65532",0.204297526648034,0.201645,0.0707735750199968,10,10,0,10,0,10,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_3Specimen_RawData_1.csv","13BG_8","0.33378",0.217405584433893,0.16436,0.0813371020506632,5,5,0,5,0,5,0,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_3Specimen_RawData_3.csv","13BG_2","0.49497",0.169394347045571,0.173235,0.10370711849563,6,5,1,7,0,5,1,0,0,0,0,0,0
"2/12/2017",2019-04-10 17:01:18,"PV_170212_3Specimen_RawData_8.csv","17DG_34","0.10603",0.0855311552284227,0.079135,0.00917117495198952,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_1Specimen_RawData_10.csv","1BG_5","0.25051",0.226430298669042,0.14798,0.112486546751156,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_1Specimen_RawData_5.csv","2AT_15","0.21246",0.0752692653355385,0.07825,0.0761734641022274,3,2,1,4,1,2,1,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_1Specimen_RawData_7.csv","5CG_36","0.35865",0.120933818756142,0.11712,0.0467399238339131,6,6,0,6,0,6,0,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_1Specimen_RawData_9.csv","1BG_8","0.26037",0.0764008985364508,0.09276,0.0648591552079251,7,6,1,8,0,6,1,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_2Specimen_RawData_2.csv","1BG_6","0.15376",0.0703004521284777,0.08049,0.0307574230064874,5,5,0,5,0,5,0,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_2Specimen_RawData_3.csv","6BG_41","1.72377",0.215485833696872,0.20486,0.109615381337266,21,20,1,22,0,20,1,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_2Specimen_RawData_4.csv","1CT_3","0.09211",0.0657062940781397,0.06977,0.0147052416958489,3,3,0,3,1,3,0,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_2Specimen_RawData_6.csv","5DT_35","0.17180",0.121682353524483,0.12178,0.0312821918989063,5,5,0,5,0,5,0,0,0,0,0,0,0
"2/25/2017",2019-04-10 17:01:18,"PV_170225_2Specimen_RawData_8.csv","1DG_unk","0.41180",0.102307757582739,0.119015,0.132237377311913,4,3,1,6,1,3,0,1,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_1Specimen_RawData_5.csv","4BG_28","0.36069",0.110732044311166,0.125,0.0987238990315921,6,5,1,7,0,5,1,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_1Specimen_RawData_6.csv","4BG_29","0.86594",0.109422505795997,0.13459,0.117481610413948,11,8,3,15,0,8,2,1,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_1Specimen_RawData_9.csv","6AT_47","0.19279",0.0539319382500896,0.06108,0.077436676925946,3,2,1,4,1,2,1,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_2Specimen_RawData_10.csv","7AG_53","0.03320",9999,9999,9999,0,2,1,4,1,2,1,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_2Specimen_RawData_2.csv","7BT_54","0.12958",0.126896928826856,0.134595,0.011037936854322,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_2Specimen_RawData_3.csv","5BT_33","0.16845",0.10284963997925,0.090585,0.0175857456481094,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_2Specimen_RawData_7.csv","8AG_unk","0.27619",0.104724847673707,0.10944,0.0784447727385324,5,4,1,6,1,4,1,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_2Specimen_RawData_8.csv","8AG_68","0.28868",0.118437107126525,0.117045,0.0490342613553693,6,6,0,6,0,6,0,0,0,0,0,0,0
"2/26/2017",2019-04-10 17:01:18,"PV_170226_3Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-10 17:01:18,"PV_170226_3Specimen_RawData_4.csv","7CG_56","0.48809",0.098798385655539,0.16788,0.142298632003263,6,5,1,7,0,5,1,0,0,0,0,0,0
