"","old_label","new_label","repeated","mesocosm","level_plexiglass","species","specimen_ID","date","analysis_date","filename","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"121","4DG_32","04DG_32",0,4,"D","G",27,"1/21/2017","2019-04-22","PV_170121_1Specimen_RawData_10.csv",0.96321,0.163183471685424,0.1721,0.0825292951739245,7,7,0,7,0,7,0,0,0,0,0,0,0
"122","5BT_33","05BT_33",0,5,"B","T",29,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_3.csv",0.16845,9999,0.090585,0.0175857456481094,2,2,0,2,1,2,0,0,0,0,0,0,0
"123","5CG_33","05CG_33",0,5,"C","G",29,"2/25/2017","2019-04-22","PV_170225_1Specimen_RawData_8.csv",0.06402,9999,0.04466,0.00920653029104884,2,2,0,2,1,2,0,0,0,0,0,0,0
"124","5CG_36","05CG_36",0,5,"C","G",32,"2/25/2017","2019-04-22","PV_170225_1Specimen_RawData_7.csv",0.35865,0.120933818756142,0.11712,0.0467399238339131,6,6,0,6,0,6,0,0,0,0,0,0,0
"125","5CG_38","05CG_38",0,5,"C","G",34,"2/25/2017","2019-04-22","PV_170225_1Specimen_RawData_6.csv",0.28303,0.0339234845956534,0.03715,0.149919513851044,3,2,1,9,1,2,0,0,0,0,0,1,0
"126","5DT_35","05DT_35",0,5,"D","T",31,"2/25/2017","2019-04-22","PV_170225_2Specimen_RawData_6.csv",0.1718,0.116865692680033,0.08836,0.0408468584791909,7,7,0,7,0,7,0,0,0,0,0,0,0
"127","63G_","21DG_63",1,21,"D","G",58,"11/4/2016","2019-04-22","PV_161104Specimen_RawData_7.csv",2.3994,0.122902754533369,0.13915,0.110788383751747,37,32,5,44,0,32,3,2,0,0,0,0,0
"128","6AT_47","06AT_47",0,6,"A","T",43,"2/26/2017","2019-04-22","PV_170226_1Specimen_RawData_9.csv",0.19279,0.0539319382500896,0.06108,0.077436676925946,3,2,1,4,1,2,1,0,0,0,0,0,0
"129","6BG_41","06BG_41",0,6,"B","G",37,"2/25/2017","2019-04-22","PV_170225_2Specimen_RawData_3.csv",1.72377,0.184721587575087,0.16851,0.117840146375614,24,21,3,27,0,21,3,0,0,0,0,0,0
"130","6CT_42","06CT_42",0,6,"C","T",38,"12/17/2016","2019-04-22","PV_161217Specimen_RawData_2.csv",0.30066,0.0698364149771368,0.09142,0.134912296079095,3,2,1,5,1,2,0,1,0,0,0,0,0
"131","6CT_43","06CT_43",1,6,"C","T",39,"12/17/2016","2019-04-22","PV_161217Specimen_RawData_3.csv",0.38913,0.083761127672379,0.106965,0.0903062623105397,8,7,1,10,0,7,0,1,0,0,0,0,0
"132","6CT_43_run2","06CT_43run2",0,6,"C","T",40,"12/17/2016","2019-04-22","PV_161217Specimen_RawData_4.csv",0.34031,0.0914863497529155,0.09134,0.0362917876385278,5,5,0,5,0,5,0,0,0,0,0,0,0
"133","6DG_44","06DG_44",0,6,"D","G",41,"12/16/2016","2019-04-22","PV_161216Specimen_RawData_1.csv",0.70196,0.0705022279501038,0.0943200000000001,0.112738806145493,9,6,3,13,0,6,2,1,0,0,0,0,0
"134","7AG_53","07AG_53",0,7,"A","G",49,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_10.csv",0.0332,9999,NA,NA,0,2,1,4,1,2,1,0,0,0,0,0,0
"135","7AG_53","07AG_53",0,7,"A","G",49,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_10.csv",0.0332,9999,NA,NA,0,2,1,4,1,2,1,0,0,0,0,0,0
"136","7BT_54","07BT_54",0,7,"B","T",50,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_2.csv",0.12958,9999,0.134595,0.011037936854322,2,2,0,2,1,2,0,0,0,0,0,0,0
"137","7CG_56","07CG_56",0,7,"C","G",51,"2/26/2017","2019-04-22","PV_170226_3Specimen_RawData_4.csv",0.48809,0.117011064856704,0.174935,0.16730079079311,8,6,2,10,0,6,2,0,0,0,0,0,0
"138","8AG_68","08AG_68",0,8,"A","G",65,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_8.csv",0.28868,0.118437107126525,0.117045,0.0490342613553693,6,6,0,6,0,6,0,0,0,0,0,0,0
"139","8AG_69","08AG_69",0,8,"A","G",66,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_9.csv",0.14711,9999,0.0904,0.0851922249973552,2,2,0,2,1,2,0,0,0,0,0,0,0
"140","8AG_unk","08AG_unk",0,8,"A","G",98,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_7.csv",0.27619,0.104724847673707,0.10944,0.0784447727385324,5,4,1,6,1,4,1,0,0,0,0,0,0
"141","9AG_76","09AG_76",0,9,"A","G",74,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_8.csv",0.2751,0.0386661768834633,0.080285,0.0649001165895203,4,3,1,5,1,3,1,0,0,0,0,0,0
"142","9AG_77","09AG_77",0,9,"A","G",75,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_4.csv",1.5865,0.0882433808492542,0.18041,0.111857074005179,20,18,2,22,0,18,2,0,0,0,0,0,0
"143","9AG_79","09AG_79",0,9,"A","G",77,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_6.csv",0.58789,0.0970421993753769,0.13069,0.0829588334338,12,9,3,15,0,9,3,0,0,0,0,0,0
"144","9BT_74","09BT_74",0,9,"B","T",70,"1/8/2017","2019-04-22","PV_170108_2Specimen_RawData_7.csv",0.29177,0.0529418299491573,0.05582,0.0675398387620225,5,4,1,8,1,4,0,0,1,0,0,0,0
"145","9BT_74_2","09BT_74.2",0,9,"B","T",71,"1/8/2017","2019-04-22","PV_170108_2Specimen_RawData_8.csv",0.16759,0.0632661838435394,0.07123,0.0560328591096332,3,2,1,4,1,2,1,0,0,0,0,0,0
"146","9BT_78","09BT_78",0,9,"B","T",76,"1/8/2017","2019-04-22","PV_170108_2Specimen_RawData_9.csv",0.08908,9999,0.044875,0.01713319730815,2,2,0,2,1,2,0,0,0,0,0,0,0
"147","9CG_75_run2","09CG_75run2",0,9,"C","G",73,"2/12/2017","2019-04-22","PV_170212_2Specimen_RawData_3.csv",0.46556,0.0923846921034173,0.0958,0.197136913421443,3,2,1,6,1,2,0,0,1,0,0,0,0
"148","9CG_76","09CG_76",0,9,"C","G",74,"2/12/2017","2019-04-22","PV_170212_2Specimen_RawData_6.csv",0.71948,9999,0.09731,0.0934229479303667,2,2,0,2,1,2,0,0,0,0,0,0,0
"149","9CG_78","09CG_78",0,9,"C","G",76,"2/12/2017","2019-04-22","PV_170212_2Specimen_RawData_5.csv",0.35192,0.037330212099295,0.03873,0.014998469921962,3,3,0,3,1,3,0,0,0,0,0,0,0
"150","9DT_73","09DT_73",0,9,"D","T",69,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_7.csv",0.29008,0.146639850517672,0.136565,0.0381537079019414,6,6,0,6,0,6,0,0,0,0,0,0,0
"151",NA,NA,NA,NA,NA,NA,NA,"11/4/2016","2019-04-22","PV_161104Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,NA,NA,NA,NA,NA,NA,"1/7/2017","2019-04-22","PV_170107_2Specimen_RawData_8.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,NA,NA,"1/8/2017","2019-04-22","PV_170108_0Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,NA,NA,NA,NA,"1/22/2017","2019-04-22","PV_170122_2Specimen_RawData_9.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_3Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA,"11/14/2016","2019-04-22","PV_161114Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA,"1/8/2017","2019-04-22","PV_170108_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,"1/22/2017","2019-04-22","PV_170122_1Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,"12/23/2016","2019-04-22","PV_161223Specimen_RawData_7.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,"12/16/2016","2019-04-22","PV_161216Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_4.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"164",NA,NA,NA,NA,NA,NA,NA,"12/26/2016","2019-04-22","PV_161226_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,NA,NA,NA,NA,NA,NA,"1/7/2017","2019-04-22","PV_170107_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,NA,NA,NA,NA,NA,NA,"2/25/2017","2019-04-22","PV_170225_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_2Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_3Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,NA,NA,"2/25/2017","2019-04-22","PV_170225_1Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,NA,NA,NA,NA,"1/22/2017","2019-04-22","PV_170122_1Specimen_RawData_4.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_3Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_1Specimen_RawData_8.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,NA,NA,"12/26/2016","2019-04-22","PV_161226_2Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,"1/22/2017","2019-04-22","PV_170122_2Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_3Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_3Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,NA,NA,NA,NA,"12/18/2016","2019-04-22","PV_161218Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,NA,NA,"1/8/2017","2019-04-22","PV_170108_2Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,"2/25/2017","2019-04-22","PV_170225_2Specimen_RawData_7.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,"2/26/2017","2019-04-22","PV_170226_2Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,"12/21/2016","2019-04-22","PV_161221_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA,"1/7/2017","2019-04-22","PV_170107_1Specimen_RawData_4.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,NA,NA,NA,NA,NA,NA,"2/25/2017","2019-04-22","PV_170225_1Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,NA,NA,NA,NA,NA,"1/22/2017","2019-04-22","PV_170122_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_10.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_3Specimen_RawData_9.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,NA,NA,"2/12/2017","2019-04-22","PV_170212_1Specimen_RawData_9.csv",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
