,Mesocosm,Food,deg.C,deg.F,old_label,new_label,repeated,level_plexiglass,species,specimen_ID,date,analysis_date,filename,max_load,dist_max,median,variance,num_threads_used,single_breaks,multiple_break_groups,total_thread_breaks,QC_flag,b1,b2,b3,b4,b5,b6,b7,b8
123,20,L,15,59,20AG59,20AG_59,0,A,G,54,11/14/16,4/22/19,PV_161114Specimen_RawData_3.csv,0.54546,0.173898165,0.16539,0.085309702,7,7,0,7,0,7,0,0,0,0,0,0,0
124,20,L,15,59,20BT63.2.r2,20BT_63.2.r2,0,B,T,60,11/14/16,4/22/19,PV_161114Specimen_RawData_7.csv,0.05861,9999,0.046565,0.00635689,2,2,0,2,1,2,0,0,0,0,0,0,0
125,20,L,15,59,20DT_UNK,20DT_UNK,0,D,T,100,1/8/17,4/22/19,PV_170108_1Specimen_RawData_3.csv,0.19153,0.051031337,0.05902,0.053057892,9,6,3,12,0,6,3,0,0,0,0,0,0
126,21,H,15,59,63G_,21DG_63,0,D,G,58,11/4/16,4/22/19,PV_161104Specimen_RawData_7.csv,2.3994,0.122902755,0.13915,0.110788384,37,32,5,44,0,32,3,2,0,0,0,0,0
127,21,H,15,59,21DG_70,21DG_70,0,D,G,67,12/23/16,4/22/19,PV_161223_2Specimen_RawData_9.csv,1.38742,0.166015751,0.15208,0.093772165,31,28,3,34,0,28,3,0,0,0,0,0,0
128,21,H,15,59,21DG_71,21DG_71,0,D,G,68,12/23/16,4/22/19,PV_161223_2Specimen_RawData_10.csv,0.74697,0.167626433,0.17914,0.099151126,16,15,1,17,0,15,1,0,0,0,0,0,0
129,21,H,15,59,21AT_67,21AT_67,0,A,T,64,12/23/16,4/22/19,PV_161223_2Specimen_RawData_3.csv,0.37712,0.084025841,0.117885,0.082870157,10,8,2,12,0,8,2,0,0,0,0,0,0
130,21,H,15,59,21AT_70,21AT_70,0,A,T,67,12/23/16,4/22/19,PV_161223_2Specimen_RawData_2.csv,0.31666,0.102179409,0.1013,0.053513726,11,10,1,12,0,10,1,0,0,0,0,0,0
131,21,H,15,59,21BG_64,21BG_64,0,B,G,61,12/23/16,4/22/19,PV_161223_2Specimen_RawData_6.csv,0.43919,0.123438145,0.124905,0.032972423,4,4,0,4,1,4,0,0,0,0,0,0,0
132,21,H,15,59,21BG_65,21BG_65,0,B,G,63,12/23/16,4/22/19,PV_161223_2Specimen_RawData_7.csv,0.28197,0.075039175,0.08109,0.036410993,7,7,0,7,0,7,0,0,0,0,0,0,0
133,21,H,15,59,21DG_67,21DG_67,0,D,G,64,12/23/16,4/22/19,PV_161223_3Specimen_RawData_1.csv,0.99029,0.107801806,0.13962,0.118667286,9,8,1,11,0,8,0,1,0,0,0,0,0
134,22,H,18,64.4,22AG_78,22AG_78,0,A,G,76,12/26/16,4/22/19,PV_161226_1Specimen_RawData_5.csv,0.26632,0.137469553,0.14281,0.073607388,3,3,0,3,1,3,0,0,0,0,0,0,0
135,22,H,18,64.4,22AG_77,22AG_77,0,A,G,75,12/26/16,4/22/19,PV_161226_1Specimen_RawData_8.csv,0.13139,0.095090976,0.09333,0.019872023,3,3,0,3,1,3,0,0,0,0,0,0,0
136,22,H,18,64.4,22AG_78,22AG_78,0,A,G,76,12/26/16,4/22/19,PV_161226_1Specimen_RawData_5.csv,0.26632,0.137469553,0.14281,0.073607388,3,3,0,3,1,3,0,0,0,0,0,0,0
137,22,H,18,64.4,22AG_78,22AG_78,0,A,G,76,12/26/16,4/22/19,PV_161226_1Specimen_RawData_6.csv,0.48193,0.071284891,0.08149,0.098642339,13,11,2,18,0,11,0,1,1,0,0,0,0
138,22,H,18,64.4,22BG_75,22BG_75,0,B,G,72,12/23/16,4/22/19,PV_161223Specimen_RawData_6.csv,0.92771,0.288852738,0.26624,0.113007506,6,6,0,6,0,6,0,0,0,0,0,0,0
139,22,H,18,64.4,22DT_76,22DT_76,0,D,T,74,12/23/16,4/22/19,PV_161223Specimen_RawData_1.csv,0.26583,0.087663148,0.09328,0.036387855,12,12,0,12,0,12,0,0,0,0,0,0,0
140,22,H,18,64.4,22AG_78,22AG_78,0,A,G,76,12/26/16,4/22/19,PV_161226_1Specimen_RawData_6.csv,0.48193,0.071284891,0.08149,0.098642339,13,11,2,18,0,11,0,1,1,0,0,0,0
141,22,H,18,64.4,22AG_80,22AG_80,0,A,G,79,12/26/16,4/22/19,PV_161226_1Specimen_RawData_7.csv,0.17213,9999,0.123595,0.035800816,2,2,0,2,1,2,0,0,0,0,0,0,0
142,22,H,18,64.4,22DT_78,22DT_78,0,D,T,76,12/23/16,4/22/19,PV_161223Specimen_RawData_3.csv,0.12982,9999,0.076105,0.063519402,2,2,0,2,1,2,0,0,0,0,0,0,0
143,23,H,21,69.8,23DGG_81,23DG_81,0,D,G,80,12/21/16,4/22/19,PV_161221_1Specimen_RawData_2.csv,0.23561,0.100827662,0.10198,0.035417099,5,5,0,5,0,5,0,0,0,0,0,0,0
144,23,H,21,69.8,23BG_84,23BG_84,0,B,G,83,12/23/16,4/22/19,PV_161223_2Specimen_RawData_5.csv,1.42711,0.09820525,0.12415,0.101547058,24,18,6,31,0,18,5,1,0,0,0,0,0
145,23,H,21,69.8,23DG_86,23DG_86,0,D,G,85,12/21/16,4/22/19,PV_161221_1Specimen_RawData_5.csv,0.30989,0.073959139,0.085295,0.084325585,6,4,2,8,1,4,2,0,0,0,0,0,0
146,24,H,18,64.4,24BG_94,24BG_94,0,B,G,90,12/21/16,4/22/19,PV_161221_1Specimen_RawData_6.csv,0.28789,0.103268943,0.10311,0.078259605,5,4,1,6,1,4,1,0,0,0,0,0,0
147,24,H,18,64.4,24T_90,24UT_90,0,U,T,87,12/21/16,4/22/19,PV_161221_2Specimen_RawData_2.csv,1.06486,0.12404765,0.116565,0.054926637,4,4,0,4,1,4,0,0,0,0,0,0,0
148,24,H,18,64.4,24BG_96,24BG_96,0,B,G,92,12/21/16,4/22/19,PV_161221_1Specimen_RawData_10.csv,0.59025,0.108527598,0.11506,0.090294469,11,10,1,12,0,10,1,0,0,0,0,0,0
149,24,H,18,64.4,24DG_90,24DG_90,0,D,G,87,12/23/16,4/22/19,PV_161223Specimen_RawData_8.csv,1.01062,0.184967816,0.22514,0.140001863,7,7,0,7,0,7,0,0,0,0,0,0,0
150,24,H,18,64.4,24T_89,24UT_89,0,U,T,86,12/21/16,4/22/19,PV_161221_2Specimen_RawData_1.csv,0.18898,0.052191212,0.0584,0.047729214,5,4,1,6,1,4,1,0,0,0,0,0,0
