"date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"2/12/2017",2019-04-22,"PV_170212_3Specimen_RawData_8.csv","17DG_34","0.10603",9999,0.079135,0.00917117495198952,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_3Specimen_RawData_9.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_10.csv","1BG_5","0.25051",0.0506996031755053,0.06844,0.104574125066067,3,2,1,5,1,2,0,1,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_5.csv","2AT_15","0.21246",0.0684402731321524,0.07534,0.0747771440125034,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_6.csv","5CG_38","0.28303",0.0339234845956534,0.03715,0.149919513851044,3,2,1,9,1,2,0,0,0,0,0,1,0
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_7.csv","5CG_36","0.35865",0.120933818756142,0.11712,0.0467399238339131,6,6,0,6,0,6,0,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_8.csv","5CG_33","0.06402",9999,0.04466,0.00920653029104884,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_1Specimen_RawData_9.csv","1BG_8","0.26037",0.0628108616916033,0.082005,0.0647516183471226,8,7,1,9,0,7,1,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_2Specimen_RawData_2.csv","1BG_6","0.15376",0.0703004521284777,0.08049,0.0307574230064874,5,5,0,5,0,5,0,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_2Specimen_RawData_3.csv","6BG_41","1.72377",0.184721587575087,0.16851,0.117840146375614,24,21,3,27,0,21,3,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_2Specimen_RawData_4.csv","1CT_3","0.09211",0.067325233923578,0.06276,0.0210145251354073,4,4,0,4,1,4,0,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_2Specimen_RawData_6.csv","5DT_35","0.17180",0.116865692680033,0.08836,0.0408468584791909,7,7,0,7,0,7,0,0,0,0,0,0,0
"2/25/2017",2019-04-22,"PV_170225_2Specimen_RawData_7.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/25/2017",2019-04-22,"PV_170225_2Specimen_RawData_8.csv","1DG_unk","0.41180",0.0622164037290372,0.08224,0.123776396403622,6,4,2,10,1,4,1,0,1,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-22,"PV_170226_1Specimen_RawData_10.csv","2BG_13","0.69358",0.0314400737954351,0.03167,0.0433429409862014,3,2,1,5,1,2,0,1,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_1Specimen_RawData_5.csv","4BG_28","0.36069",0.0900544668490408,0.114355,0.102038177230388,8,7,1,9,0,7,1,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_1Specimen_RawData_6.csv","4BG_29","0.86594",0.100254908828029,0.124525,0.11984583203774,12,9,3,16,0,9,2,1,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_1Specimen_RawData_8.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-22,"PV_170226_1Specimen_RawData_9.csv","6AT_47","0.19279",0.0539319382500896,0.06108,0.077436676925946,3,2,1,4,1,2,1,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_10.csv","7AG_53","0.03320",9999,NA,NA,0,2,1,4,1,2,1,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_2.csv","7BT_54","0.12958",9999,0.134595,0.011037936854322,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_3.csv","5BT_33","0.16845",9999,0.090585,0.0175857456481094,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_4.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_7.csv","8AG_unk","0.27619",0.104724847673707,0.10944,0.0784447727385324,5,4,1,6,1,4,1,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_8.csv","8AG_68","0.28868",0.118437107126525,0.117045,0.0490342613553693,6,6,0,6,0,6,0,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_2Specimen_RawData_9.csv","8AG_69","0.14711",9999,0.0904,0.0851922249973552,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_3Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-22,"PV_170226_3Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/26/2017",2019-04-22,"PV_170226_3Specimen_RawData_4.csv","7CG_56","0.48809",0.117011064856704,0.174935,0.16730079079311,8,6,2,10,0,6,2,0,0,0,0,0,0
"2/26/2017",2019-04-22,"PV_170226_3Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
